Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Aerial tramway/reversible ropeway,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Rope tow/baby lift,People mover/Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",AprÃ¨s-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Sunkid Moving Carpet,Combined installation (gondola and chair),People mover,Funicular,Snow caterpillars for Cat-skiing,Cog railway,Helicopter for Heli-skiing,Ski routes,Total Skiable Distance
prachen,Europe,Czech Republic,Liberec Region (LibereckÃ½ kraj),https://www.skiresort.info/ski-resort/prachen/,580.0,0.7,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,Czech koruna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6999999999999997
skicomp-faklovka-litmanova,Europe,Slovakia,PreÅ¡ov (PreÅ¡ovskÃ½ kraj),https://www.skiresort.info/ski-resort/skicomp-faklovka-litmanova/,920.0,0.4,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,European Euro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1999999999999997
alta-sierra-shirley-meadows,North America,USA,California,https://www.skiresort.info/ski-resort/alta-sierra-shirley-meadows/,2160.0,0.6,1.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,60.0,US Dollar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
gruvbacken,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/gruvbacken/,680.0,1.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,170.0,Swedish krona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
baie-des-sables,North America,Canada,Quebec,https://www.skiresort.info/ski-resort/baie-des-sables/,460.0,0.3,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,13.7,Canadian Dollar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
ruunarinteet,Europe,Finland,East Finland (Pohjois- ja ItÃ¤-Suomi),https://www.skiresort.info/ski-resort/ruunarinteet/,175.0,1.4,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
kirigamine,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/kirigamine/,1650.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
la-trelasse,Europe,Switzerland,Lemanic Region,https://www.skiresort.info/ski-resort/la-trelasse/,1150.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
zao-sarukura,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/zao-sarukura/,880.0,0.6,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
lomnik-dacov-lom,Europe,Slovakia,BanskÃ¡ Bystrica (BanskobystrickÃ½ kraj),https://www.skiresort.info/ski-resort/lomnik-dacov-lom/,520.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
myslecinek-bydgoszcz,Europe,Poland,Kuyavian-Pomerania (WojewÃ³dztwo kujawsko-pomorskie),https://www.skiresort.info/ski-resort/myslecinek-bydgoszcz/,107.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
durmitor,Europe,Montenegro,0,https://www.skiresort.info/ski-resort/durmitor/,1953.0,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999
seeg,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/seeg/,910.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
cerro-wayle,South America,Argentina,NeuquÃ©n,https://www.skiresort.info/ski-resort/cerro-wayle/,2550.0,0.3,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
yunfoshan,Asia,China,Beijing,https://www.skiresort.info/ski-resort/yunfoshan/,223.0,1.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
ringo-kyowakoku,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/ringo-kyowakoku/,600.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kadohara,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/kadohara/,670.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
tajima-bokujo-koen,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/tajima-bokujo-koen/,560.0,1.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
fox-hill,North America,USA,Wisconsin,https://www.skiresort.info/ski-resort/fox-hill/,385.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kuetiorg,Europe,Estonia,VÃµru,https://www.skiresort.info/ski-resort/kuetiorg/,185.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hiraya-kogen,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/hiraya-kogen/,1030.0,0.3,1.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
staffelalp-zeglingen,Europe,Switzerland,Northwestern Switzerland,https://www.skiresort.info/ski-resort/staffelalp-zeglingen/,782.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
shirataka-choei,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/shirataka-choei/,617.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
encijan,Europe,Slovenia,GoriÅ¡ka,https://www.skiresort.info/ski-resort/encijan/,685.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
maple-ski-ridge,North America,USA,New York,https://www.skiresort.info/ski-resort/maple-ski-ridge/,250.0,0.3,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001
chotarz-koscielisko,Europe,Poland,Lesser Poland (WojewÃ³dztwo maÅopolskie),https://www.skiresort.info/ski-resort/chotarz-koscielisko/,939.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
linhai,Asia,China,0,https://www.skiresort.info/ski-resort/linhai/,240.0,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
javorovica-liptovsky-jan,Europe,Slovakia,Å½ilina (Å½ilinskÃ½ kraj),https://www.skiresort.info/ski-resort/javorovica-liptovsky-jan/,1060.0,0.4,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
urabandai-kogen,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/urabandai-kogen/,1109.0,0.2,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
obudovica-zlatibor,Europe,Serbia,Serbia-South,https://www.skiresort.info/ski-resort/obudovica-zlatibor/,990.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
kakisu-trase,Europe,Latvia,0,https://www.skiresort.info/ski-resort/kakisu-trase/,0.0,0.7,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gorki57,Russia,Central Russia,0,https://www.skiresort.info/ski-resort/gorki57/,204.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,850.0,Russian ruble,1.2,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
stanzach,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/stanzach/,1049.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,17.3,European Euro,1.1,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
bildhaus-gommiswald-am-ricken,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/bildhaus-gommiswald-am-ricken/,860.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,16.0,Swiss Franc,1.1,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
breitnau,Europe,Germany,Baden-WÃ¼rttemberg,https://www.skiresort.info/ski-resort/breitnau/,1029.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,16.0,European Euro,1.2,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
waldskilift-wald-faistenau,Europe,Austria,Salzburg (Salzburger Land),https://www.skiresort.info/ski-resort/waldskilift-wald-faistenau/,944.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
hartmannsdorf,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/hartmannsdorf/,405.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
auf-der-rose-altenau,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),https://www.skiresort.info/ski-resort/auf-der-rose-altenau/,562.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
monte-spada,Europe,Italy,Sardinia (Sardegna),https://www.skiresort.info/ski-resort/monte-spada/,1440.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,European Euro,1.1,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
kamionna-laskowa,Europe,Poland,Lesser Poland (WojewÃ³dztwo maÅopolskie),https://www.skiresort.info/ski-resort/kamionna-laskowa/,805.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,100.0,Polish zloty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
malmabacken-malmkoeping,Europe,Sweden,Central Sweden,https://www.skiresort.info/ski-resort/malmabacken-malmkoeping/,82.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,40.0,Swedish krona,1.1,1.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
innisfail,North America,Canada,Alberta,https://www.skiresort.info/ski-resort/innisfail/,955.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Canadian Dollar,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
ljosland-skisenter,Europe,Norway,Vest-Agder,https://www.skiresort.info/ski-resort/ljosland-skisenter/,793.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,300.0,Norwegian krone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
mt-mcsauba,North America,USA,Michigan,https://www.skiresort.info/ski-resort/mt-mcsauba/,216.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,US Dollar,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
burgbernheim,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/burgbernheim/,480.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.0,European Euro,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
schlipruethen,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),https://www.skiresort.info/ski-resort/schlipruethen/,500.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,10.0,European Euro,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
thurner,Europe,Germany,Baden-WÃ¼rttemberg,https://www.skiresort.info/ski-resort/thurner/,1063.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,16.0,European Euro,1.2,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
baili,Europe,Latvia,0,https://www.skiresort.info/ski-resort/baili/,67.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,European Euro,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
svartbaecksmaalabacken-nybro,Europe,Sweden,South Sweden (Sydsverige),https://www.skiresort.info/ski-resort/svartbaecksmaalabacken-nybro/,121.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,80.0,Swedish krona,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
john-melissa-besse-sports-park-gladstone,North America,USA,Michigan,https://www.skiresort.info/ski-resort/john-melissa-besse-sports-park-gladstone/,228.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
mount-prospect-lancaster,North America,USA,New Hampshire,https://www.skiresort.info/ski-resort/mount-prospect-lancaster/,520.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
brentwood-park-ski-and-snowboard-centre,Europe,United Kingdom,England,https://www.skiresort.info/ski-resort/brentwood-park-ski-and-snowboard-centre/,120.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
outdoor-valley-wintersport-bergschenhoek,Europe,Netherlands,Western Netherlands,https://www.skiresort.info/ski-resort/outdoor-valley-wintersport-bergschenhoek/,25.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
awengen-eberhardzell,Europe,Germany,Southern Germany,https://www.skiresort.info/ski-resort/awengen-eberhardzell/,648.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
nartolandia,Europe,Poland,Lower Silesia (WojewÃ³dztwo dolnoÅlÄskie),https://www.skiresort.info/ski-resort/nartolandia/,691.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
krasnal,Europe,Poland,Silesia (WojewÃ³dztwo ÅlÄskie),https://www.skiresort.info/ski-resort/krasnal/,615.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.1,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
triangle-sports-area-green-bay,North America,USA,Wisconsin,https://www.skiresort.info/ski-resort/triangle-sports-area-green-bay/,217.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
attenberg-doernholthausen,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),https://www.skiresort.info/ski-resort/attenberg-doernholthausen/,440.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
rene-brunelle,North America,Canada,Ontario,https://www.skiresort.info/ski-resort/rene-brunelle/,280.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
vucici-ogulin,Europe,Croatia,Continental Croatia (Kontinentalna Hrvatska) ,https://www.skiresort.info/ski-resort/vucici-ogulin/,400.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
taennicht-sohland-an-der-spree,Europe,Germany,Saxony (Sachsen),https://www.skiresort.info/ski-resort/taennicht-sohland-an-der-spree/,450.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.2,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
